Sequence_ID,Binding_Score_Sum,Isolated_Id,Strain,Subtype,Collection_Date
A_Beijing-Chaoyang_SWL1988_2024|EPI_ISL_19291245|A_/_H1N1|2024-05-06,2,EPI_ISL_19291245,A_Beijing-Chaoyang_SWL1988_2024,A_/_H1N1,2024-05-06
A_Beijing-Chaoyang_SWL327_2018|EPI_ISL_335129|A_/_H1N1|2018-03-10,0,EPI_ISL_335129,A_Beijing-Chaoyang_SWL327_2018,A_/_H1N1,2018-03-10
A_Beijing-Chaoyang_SWL34_2023|EPI_ISL_18069040|A_/_H1N1|2023-02-19,4,EPI_ISL_18069040,A_Beijing-Chaoyang_SWL34_2023,A_/_H1N1,2023-02-19
A_Beijing-Dongcheng_SWL12232_2024|EPI_ISL_19675015|A_/_H1N1|2024-11-19,2,EPI_ISL_19675015,A_Beijing-Dongcheng_SWL12232_2024,A_/_H1N1,2024-11-19
A_Beijing-Dongcheng_SWL30_2024|EPI_ISL_19373983|A_/_H1N1|2024-06-17,2,EPI_ISL_19373983,A_Beijing-Dongcheng_SWL30_2024,A_/_H1N1,2024-06-17
A_Beijing-Dongcheng_SWL331_2017|EPI_ISL_290601|A_/_H1N1|2017-12-06,0,EPI_ISL_290601,A_Beijing-Dongcheng_SWL331_2017,A_/_H1N1,2017-12-06
A_Beijing-Dongcheng_SWL51_2011|EPI_ISL_94552|A_/_H1N1|2011-02-10,0,EPI_ISL_94552,A_Beijing-Dongcheng_SWL51_2011,A_/_H1N1,2011-02-10
A_Beijing-Fengtai_SWL1240_2024|EPI_ISL_19674953|A_/_H1N1|2024-12-13,2,EPI_ISL_19674953,A_Beijing-Fengtai_SWL1240_2024,A_/_H1N1,2024-12-13
A_Beijing-Haidian_SWL12585_2024|EPI_ISL_19674991|A_/_H1N1|2024-11-18,2,EPI_ISL_19674991,A_Beijing-Haidian_SWL12585_2024,A_/_H1N1,2024-11-18
A_Beijing-Haidian_SWL133_2016|EPI_ISL_225325|A_/_H1N1|2016-03-09,0,EPI_ISL_225325,A_Beijing-Haidian_SWL133_2016,A_/_H1N1,2016-03-09
A_Beijing-Haidian_SWL152_2016|EPI_ISL_225332|A_/_H1N1|2016-04-06,0,EPI_ISL_225332,A_Beijing-Haidian_SWL152_2016,A_/_H1N1,2016-04-06
A_Beijing-Haidian_SWL16_2020|EPI_ISL_485559|A_/_H1N1|2020-01-01,0,EPI_ISL_485559,A_Beijing-Haidian_SWL16_2020,A_/_H1N1,2020-01-01
A_Beijing-Haidian_SWL1816_2018|EPI_ISL_337351|A_/_H1N1|2018-12-17,0,EPI_ISL_337351,A_Beijing-Haidian_SWL1816_2018,A_/_H1N1,2018-12-17
A_Beijing-Huairou_SWL1116_2019|EPI_ISL_337373|A_/_H1N1|2019-01-14,0,EPI_ISL_337373,A_Beijing-Huairou_SWL1116_2019,A_/_H1N1,2019-01-14
A_Beijing-Huairou_SWL11461_2019|EPI_ISL_402269|A_/_H1N1|2019-10-21,0,EPI_ISL_402269,A_Beijing-Huairou_SWL11461_2019,A_/_H1N1,2019-10-21
A_Beijing-Huairou_SWL11896_2019|EPI_ISL_410620|A_/_H1N1|2019-12-30,0,EPI_ISL_410620,A_Beijing-Huairou_SWL11896_2019,A_/_H1N1,2019-12-30
A_Beijing-Huairou_SWL12067_2017|EPI_ISL_290608|A_/_H1N1|2017-12-06,0,EPI_ISL_290608,A_Beijing-Huairou_SWL12067_2017,A_/_H1N1,2017-12-06
A_Beijing-Huairou_SWL120_2016|EPI_ISL_207709|A_/_H1N1|2016-01-01,0,EPI_ISL_207709,A_Beijing-Huairou_SWL120_2016,A_/_H1N1,2016-01-01
A_Beijing-Huairou_SWL123_2020|EPI_ISL_485569|A_/_H1N1|2020-01-07,0,EPI_ISL_485569,A_Beijing-Huairou_SWL123_2020,A_/_H1N1,2020-01-07
A_Beijing-Huairou_SWL1258_2010|EPI_ISL_75082|A_/_H1N1|2010-03-03,0,EPI_ISL_75082,A_Beijing-Huairou_SWL1258_2010,A_/_H1N1,2010-03-03
A_Beijing-Huairou_SWL1282_2010|EPI_ISL_75021|A_/_H1N1|2010-03-10,0,EPI_ISL_75021,A_Beijing-Huairou_SWL1282_2010,A_/_H1N1,2010-03-10
A_Beijing-Huairou_SWL1327_2010|EPI_ISL_75044|A_/_H1N1|2010-03-22,0,EPI_ISL_75044,A_Beijing-Huairou_SWL1327_2010,A_/_H1N1,2010-03-22
A_Beijing-Huairou_SWL1335_2016|EPI_ISL_223487|A_/_H1N1|2016-02-03,0,EPI_ISL_223487,A_Beijing-Huairou_SWL1335_2016,A_/_H1N1,2016-02-03
A_Beijing-Huairou_SWL1441_2017|EPI_ISL_270733|A_/_H1N1|2017-03-01,0,EPI_ISL_270733,A_Beijing-Huairou_SWL1441_2017,A_/_H1N1,2017-03-01
A_Beijing-Huairou_SWL1525_2023|EPI_ISL_18068958|A_/_H1N1|2023-03-20,2,EPI_ISL_18068958,A_Beijing-Huairou_SWL1525_2023,A_/_H1N1,2023-03-20
A_Beijing-Huairou_SWL1660_2017|EPI_ISL_270691|A_/_H1N1|2017-03-30,0,EPI_ISL_270691,A_Beijing-Huairou_SWL1660_2017,A_/_H1N1,2017-03-30
A_Beijing-Shunyi_SWL319_2017|EPI_ISL_270646|A_/_H1N1|2017-04-17,0,EPI_ISL_270646,A_Beijing-Shunyi_SWL319_2017,A_/_H1N1,2017-04-17
A_Beijing-Xicheng-Nan-Pian_SWL11619_2013|EPI_ISL_153292|A_/_H1N1|2013-09-29,0,EPI_ISL_153292,A_Beijing-Xicheng-Nan-Pian_SWL11619_2013,A_/_H1N1,2013-09-29
A_Beijing-Xicheng_1633_2018|EPI_ISL_331569|A_/_H1N1|2018-03-14,0,EPI_ISL_331569,A_Beijing-Xicheng_1633_2018,A_/_H1N1,2018-03-14
A_Beijing-Xicheng_SWL116_2016|EPI_ISL_212579|A_/_H1N1|2016-01-04,0,EPI_ISL_212579,A_Beijing-Xicheng_SWL116_2016,A_/_H1N1,2016-01-04
A_Beijing-Xicheng_SWL1230_2024|EPI_ISL_19291003|A_/_H1N1|2024-02-12,2,EPI_ISL_19291003,A_Beijing-Xicheng_SWL1230_2024,A_/_H1N1,2024-02-12
A_Beijing-Xicheng_SWL1261_2011|EPI_ISL_94564|A_/_H1N1|2011-02-02,0,EPI_ISL_94564,A_Beijing-Xicheng_SWL1261_2011,A_/_H1N1,2011-02-02
A_Beijing-Xicheng_SWL13022_2015|EPI_ISL_207754|A_/_H1N1|2015-12-16,0,EPI_ISL_207754,A_Beijing-Xicheng_SWL13022_2015,A_/_H1N1,2015-12-16
A_Beijing-Xicheng_SWL1304_2010|EPI_ISL_75022|A_/_H1N1|2010-02-08,0,EPI_ISL_75022,A_Beijing-Xicheng_SWL1304_2010,A_/_H1N1,2010-02-08
A_Beijing-Xicheng_SWL13104_2015|EPI_ISL_207749|A_/_H1N1|2015-12-29,0,EPI_ISL_207749,A_Beijing-Xicheng_SWL13104_2015,A_/_H1N1,2015-12-29
A_Beijing-Xicheng_SWL1633_2018|EPI_ISL_322327|A_/_H1N1|2018-03-14,0,EPI_ISL_322327,A_Beijing-Xicheng_SWL1633_2018,A_/_H1N1,2018-03-14
A_Beijing-Xicheng_SWL1665_2017|EPI_ISL_270693|A_/_H1N1|2017-03-20,0,EPI_ISL_270693,A_Beijing-Xicheng_SWL1665_2017,A_/_H1N1,2017-03-20
A_Beijing-Xicheng_SWL1814_2016|EPI_ISL_225345|A_/_H1N1|2016-04-06,0,EPI_ISL_225345,A_Beijing-Xicheng_SWL1814_2016,A_/_H1N1,2016-04-06
A_Beijing_132_2010|EPI_ISL_156213|A_/_H1N1|2010-11-05,0,EPI_ISL_156213,A_Beijing_132_2010,A_/_H1N1,2010-11-05
A_Beijing_CY00001_2023|EPI_ISL_18056703|A_/_H1N1|2023-03-06,2,EPI_ISL_18056703,A_Beijing_CY00001_2023,A_/_H1N1,2023-03-06
A_Beijing_CY00002_2023|EPI_ISL_18056704|A_/_H1N1|2023-03-31,2,EPI_ISL_18056704,A_Beijing_CY00002_2023,A_/_H1N1,2023-03-31
A_Beijing_CY00003_2023|EPI_ISL_18056705|A_/_H1N1|2023-03-13,2,EPI_ISL_18056705,A_Beijing_CY00003_2023,A_/_H1N1,2023-03-13
A_Beijing_CY00004_2023|EPI_ISL_18056706|A_/_H1N1|2023-03-13,2,EPI_ISL_18056706,A_Beijing_CY00004_2023,A_/_H1N1,2023-03-13
A_Beijing_CY00005_2023|EPI_ISL_18056707|A_/_H1N1|2023-03-13,2,EPI_ISL_18056707,A_Beijing_CY00005_2023,A_/_H1N1,2023-03-13
A_Beijing_CY00007_2023|EPI_ISL_18056709|A_/_H1N1|2023-03-13,2,EPI_ISL_18056709,A_Beijing_CY00007_2023,A_/_H1N1,2023-03-13
A_Beijing_CY00008_2023|EPI_ISL_18056710|A_/_H1N1|2023-03-13,2,EPI_ISL_18056710,A_Beijing_CY00008_2023,A_/_H1N1,2023-03-13
A_Beijing_CY00009_2023|EPI_ISL_18056711|A_/_H1N1|2023-03-14,2,EPI_ISL_18056711,A_Beijing_CY00009_2023,A_/_H1N1,2023-03-14
A_Beijing_CY00010_2023|EPI_ISL_18056712|A_/_H1N1|2023-03-17,2,EPI_ISL_18056712,A_Beijing_CY00010_2023,A_/_H1N1,2023-03-17
A_Beijing_HZ01_2011|EPI_ISL_87560|A_/_H1N1|2011-01-14,0,EPI_ISL_87560,A_Beijing_HZ01_2011,A_/_H1N1,2011-01-14
A_Brisbane_02_2018|EPI_ISL_522424|A_/_H1N1|2018-01-04,0,EPI_ISL_522424,A_Brisbane_02_2018,A_/_H1N1,2018-01-04
A_ChangShou_230099_2023|EPI_ISL_18300254|A_/_H1N1|2023-05-08,2,EPI_ISL_18300254,A_ChangShou_230099_2023,A_/_H1N1,2023-05-08
A_China_1_2015|EPI_ISL_14174525|A_/_H1N1|2015-10-07,2,EPI_ISL_14174525,A_China_1_2015,A_/_H1N1,2015-10-07
A_China_22CC012_2023|EPI_ISL_19191151|A_/_H1N1|2023-02-10,2,EPI_ISL_19191151,A_China_22CC012_2023,A_/_H1N1,2023-02-10
A_China_22CC013_2023|EPI_ISL_19191152|A_/_H1N1|2023-02-10,2,EPI_ISL_19191152,A_China_22CC013_2023,A_/_H1N1,2023-02-10
A_China_22CC015_2023|EPI_ISL_19191153|A_/_H1N1|2023-02-10,2,EPI_ISL_19191153,A_China_22CC015_2023,A_/_H1N1,2023-02-10
A_China_22QD008_2023|EPI_ISL_19191158|A_/_H1N1|2023-02-23,2,EPI_ISL_19191158,A_China_22QD008_2023,A_/_H1N1,2023-02-23
A_China_22RD0015_2023|EPI_ISL_19191161|A_/_H1N1|2023-03-10,2,EPI_ISL_19191161,A_China_22RD0015_2023,A_/_H1N1,2023-03-10
A_China_22RD0022_2023|EPI_ISL_19191162|A_/_H1N1|2023-03-10,2,EPI_ISL_19191162,A_China_22RD0022_2023,A_/_H1N1,2023-03-10
A_China_22RG022_2023|EPI_ISL_19191164|A_/_H1N1|2023-03-01,2,EPI_ISL_19191164,A_China_22RG022_2023,A_/_H1N1,2023-03-01
A_China_22RG025_2023|EPI_ISL_19191165|A_/_H1N1|2023-03-01,2,EPI_ISL_19191165,A_China_22RG025_2023,A_/_H1N1,2023-03-01
A_China_22RG028_2023|EPI_ISL_19191150|A_/_H1N1|2023-03-01,2,EPI_ISL_19191150,A_China_22RG028_2023,A_/_H1N1,2023-03-01
A_China_2_2010|EPI_ISL_14174524|A_/_H1N1|2010-01-15,0,EPI_ISL_14174524,A_China_2_2010,A_/_H1N1,2010-01-15
A_China_HCDC-1181_2023|EPI_ISL_18752240|A_/_H1N1|2023-02-28,2,EPI_ISL_18752240,A_China_HCDC-1181_2023,A_/_H1N1,2023-02-28
A_China_HCDC-1184_2023|EPI_ISL_18752270|A_/_H1N1|2023-02-28,2,EPI_ISL_18752270,A_China_HCDC-1184_2023,A_/_H1N1,2023-02-28
A_China_HCDC-1189_2023|EPI_ISL_18752269|A_/_H1N1|2023-03-01,2,EPI_ISL_18752269,A_China_HCDC-1189_2023,A_/_H1N1,2023-03-01
A_China_HCDC-1202_2023|EPI_ISL_18752267|A_/_H1N1|2023-02-26,2,EPI_ISL_18752267,A_China_HCDC-1202_2023,A_/_H1N1,2023-02-26
A_China_HCDC-1211_2023|EPI_ISL_18752266|A_/_H1N1|2023-03-07,2,EPI_ISL_18752266,A_China_HCDC-1211_2023,A_/_H1N1,2023-03-07
A_China_HCDC-1214_2023|EPI_ISL_18752265|A_/_H1N1|2023-02-28,2,EPI_ISL_18752265,A_China_HCDC-1214_2023,A_/_H1N1,2023-02-28
A_China_HCDC-1227_2023|EPI_ISL_18752264|A_/_H1N1|2023-03-14,2,EPI_ISL_18752264,A_China_HCDC-1227_2023,A_/_H1N1,2023-03-14
A_China_HCDC-1232_2023|EPI_ISL_18752263|A_/_H1N1|2023-03-15,2,EPI_ISL_18752263,A_China_HCDC-1232_2023,A_/_H1N1,2023-03-15
A_China_HCDC-1238_2023|EPI_ISL_18752262|A_/_H1N1|2023-03-05,2,EPI_ISL_18752262,A_China_HCDC-1238_2023,A_/_H1N1,2023-03-05
A_China_HCDC-1252_2023|EPI_ISL_18752261|A_/_H1N1|2023-03-06,2,EPI_ISL_18752261,A_China_HCDC-1252_2023,A_/_H1N1,2023-03-06
A_China_HCDC-1265_2023|EPI_ISL_18752260|A_/_H1N1|2023-03-13,2,EPI_ISL_18752260,A_China_HCDC-1265_2023,A_/_H1N1,2023-03-13
A_China_HCDC-1268_2023|EPI_ISL_18752259|A_/_H1N1|2023-03-27,2,EPI_ISL_18752259,A_China_HCDC-1268_2023,A_/_H1N1,2023-03-27
A_China_HCDC-1270_2023|EPI_ISL_18752258|A_/_H1N1|2023-03-29,2,EPI_ISL_18752258,A_China_HCDC-1270_2023,A_/_H1N1,2023-03-29
A_China_HCDC-1281_2023|EPI_ISL_18752257|A_/_H1N1|2023-03-20,2,EPI_ISL_18752257,A_China_HCDC-1281_2023,A_/_H1N1,2023-03-20
A_China_HCDC-1284_2023|EPI_ISL_18752271|A_/_H1N1|2023-04-04,2,EPI_ISL_18752271,A_China_HCDC-1284_2023,A_/_H1N1,2023-04-04
A_China_HCDC-1298_2023|EPI_ISL_18752256|A_/_H1N1|2023-03-26,2,EPI_ISL_18752256,A_China_HCDC-1298_2023,A_/_H1N1,2023-03-26
A_China_HCDC-1304_2023|EPI_ISL_18752254|A_/_H1N1|2023-04-07,2,EPI_ISL_18752254,A_China_HCDC-1304_2023,A_/_H1N1,2023-04-07
A_China_HCDC-1317_2023|EPI_ISL_18752253|A_/_H1N1|2023-03-27,2,EPI_ISL_18752253,A_China_HCDC-1317_2023,A_/_H1N1,2023-03-27
A_China_HCDC-1357_2023|EPI_ISL_18752251|A_/_H1N1|2023-04-13,2,EPI_ISL_18752251,A_China_HCDC-1357_2023,A_/_H1N1,2023-04-13
A_China_HCDC-1403_2023|EPI_ISL_18752249|A_/_H1N1|2023-05-02,2,EPI_ISL_18752249,A_China_HCDC-1403_2023,A_/_H1N1,2023-05-02
A_China_HCDC-37_2023|EPI_ISL_18752248|A_/_H1N1|2023-03-02,2,EPI_ISL_18752248,A_China_HCDC-37_2023,A_/_H1N1,2023-03-02
A_China_HCDC-l1194_2023|EPI_ISL_18752247|A_/_H1N1|2023-02-26,2,EPI_ISL_18752247,A_China_HCDC-l1194_2023,A_/_H1N1,2023-02-26
A_China_HL01_2023|EPI_ISL_19191134|A_/_H1N1|2023-02-28,2,EPI_ISL_19191134,A_China_HL01_2023,A_/_H1N1,2023-02-28
A_China_HL02_2023|EPI_ISL_19191135|A_/_H1N1|2023-02-28,2,EPI_ISL_19191135,A_China_HL02_2023,A_/_H1N1,2023-02-28
A_China_PLA-100_2023|EPI_ISL_18256430|A_/_H1N1|2023-03-01,2,EPI_ISL_18256430,A_China_PLA-100_2023,A_/_H1N1,2023-03-01
A_China_PLA-104_2023|EPI_ISL_18256448|A_/_H1N1|2023-03-01,2,EPI_ISL_18256448,A_China_PLA-104_2023,A_/_H1N1,2023-03-01
A_China_PLA-105_2023|EPI_ISL_18256447|A_/_H1N1|2023-03-01,2,EPI_ISL_18256447,A_China_PLA-105_2023,A_/_H1N1,2023-03-01
A_China_PLA-110_2023|EPI_ISL_18256446|A_/_H1N1|2023-03-02,2,EPI_ISL_18256446,A_China_PLA-110_2023,A_/_H1N1,2023-03-02
A_China_PLA-113_2023|EPI_ISL_18256444|A_/_H1N1|2023-03-02,2,EPI_ISL_18256444,A_China_PLA-113_2023,A_/_H1N1,2023-03-02
A_China_PLA-118_2023|EPI_ISL_18256443|A_/_H1N1|2023-03-02,2,EPI_ISL_18256443,A_China_PLA-118_2023,A_/_H1N1,2023-03-02
A_China_PLA-120_2023|EPI_ISL_18256442|A_/_H1N1|2023-03-02,2,EPI_ISL_18256442,A_China_PLA-120_2023,A_/_H1N1,2023-03-02
A_China_PLA-17_2023|EPI_ISL_18256441|A_/_H1N1|2023-02-25,2,EPI_ISL_18256441,A_China_PLA-17_2023,A_/_H1N1,2023-02-25
A_China_PLA-21_2023|EPI_ISL_18256440|A_/_H1N1|2023-02-28,2,EPI_ISL_18256440,A_China_PLA-21_2023,A_/_H1N1,2023-02-28
A_China_PLA-3_2023|EPI_ISL_18256439|A_/_H1N1|2023-02-27,2,EPI_ISL_18256439,A_China_PLA-3_2023,A_/_H1N1,2023-02-27
A_China_PLA-46_2023|EPI_ISL_18256438|A_/_H1N1|2023-02-28,2,EPI_ISL_18256438,A_China_PLA-46_2023,A_/_H1N1,2023-02-28
A_China_PLA-47_2023|EPI_ISL_18256436|A_/_H1N1|2023-02-28,0,EPI_ISL_18256436,A_China_PLA-47_2023,A_/_H1N1,2023-02-28
A_China_PLA-53_2023|EPI_ISL_18256435|A_/_H1N1|2023-02-28,2,EPI_ISL_18256435,A_China_PLA-53_2023,A_/_H1N1,2023-02-28
A_China_PLA-56_2023|EPI_ISL_18256449|A_/_H1N1|2023-02-26,2,EPI_ISL_18256449,A_China_PLA-56_2023,A_/_H1N1,2023-02-26
A_China_PLA-63_2023|EPI_ISL_18256434|A_/_H1N1|2023-02-26,2,EPI_ISL_18256434,A_China_PLA-63_2023,A_/_H1N1,2023-02-26
A_China_PLA-72_2023|EPI_ISL_18256432|A_/_H1N1|2023-03-01,2,EPI_ISL_18256432,A_China_PLA-72_2023,A_/_H1N1,2023-03-01
A_China_PLA-97_2023|EPI_ISL_18256431|A_/_H1N1|2023-03-01,2,EPI_ISL_18256431,A_China_PLA-97_2023,A_/_H1N1,2023-03-01
A_China_SWL11043_2017|EPI_ISL_4031220|A_/_H1N1|2017-09-27,0,EPI_ISL_4031220,A_China_SWL11043_2017,A_/_H1N1,2017-09-27
A_China_SWL11090_2018|EPI_ISL_16212308|A_/_H1N1|2018-12-18,0,EPI_ISL_16212308,A_China_SWL11090_2018,A_/_H1N1,2018-12-18
A_China_SWL11093_2018|EPI_ISL_16212307|A_/_H1N1|2018-12-19,0,EPI_ISL_16212307,A_China_SWL11093_2018,A_/_H1N1,2018-12-19
A_China_SWL11142_2018|EPI_ISL_16212306|A_/_H1N1|2018-12-25,0,EPI_ISL_16212306,A_China_SWL11142_2018,A_/_H1N1,2018-12-25
A_China_SWL115_2018|EPI_ISL_4031232|A_/_H1N1|2018-01-03,0,EPI_ISL_4031232,A_China_SWL115_2018,A_/_H1N1,2018-01-03
A_China_SWL116_2018|EPI_ISL_4031231|A_/_H1N1|2018-01-03,0,EPI_ISL_4031231,A_China_SWL116_2018,A_/_H1N1,2018-01-03
A_China_SWL1170_2014|EPI_ISL_4031201|A_/_H1N1|2014-03-01,0,EPI_ISL_4031201,A_China_SWL1170_2014,A_/_H1N1,2014-03-01
A_China_SWL1171_2014|EPI_ISL_4031202|A_/_H1N1|2014-03-01,0,EPI_ISL_4031202,A_China_SWL1171_2014,A_/_H1N1,2014-03-01
A_China_SWL1177_2014|EPI_ISL_4031199|A_/_H1N1|2014-03-02,0,EPI_ISL_4031199,A_China_SWL1177_2014,A_/_H1N1,2014-03-02
A_China_SWL1180_2014|EPI_ISL_4031200|A_/_H1N1|2014-03-02,0,EPI_ISL_4031200,A_China_SWL1180_2014,A_/_H1N1,2014-03-02
A_China_SWL118_2018|EPI_ISL_4031230|A_/_H1N1|2018-01-03,0,EPI_ISL_4031230,A_China_SWL118_2018,A_/_H1N1,2018-01-03
A_China_SWL119_2018|EPI_ISL_4031243|A_/_H1N1|2018-01-03,0,EPI_ISL_4031243,A_China_SWL119_2018,A_/_H1N1,2018-01-03
A_China_SWL1288_2018|EPI_ISL_4031233|A_/_H1N1|2018-03-13,0,EPI_ISL_4031233,A_China_SWL1288_2018,A_/_H1N1,2018-03-13
A_China_SWL1505_2017|EPI_ISL_4031211|A_/_H1N1|2017-05-02,0,EPI_ISL_4031211,A_China_SWL1505_2017,A_/_H1N1,2017-05-02
A_China_SWL1541_2016|EPI_ISL_4031208|A_/_H1N1|2016-05-04,0,EPI_ISL_4031208,A_China_SWL1541_2016,A_/_H1N1,2016-05-04
A_China_SWL1586_2018|EPI_ISL_4031242|A_/_H1N1|2018-05-29,0,EPI_ISL_4031242,A_China_SWL1586_2018,A_/_H1N1,2018-05-29
A_China_SWL1594_2019|EPI_ISL_16212305|A_/_H1N1|2019-12-12,0,EPI_ISL_16212305,A_China_SWL1594_2019,A_/_H1N1,2019-12-12
A_China_SWL1603_2017|EPI_ISL_4031212|A_/_H1N1|2017-05-27,0,EPI_ISL_4031212,A_China_SWL1603_2017,A_/_H1N1,2017-05-27
A_China_SWL1606_2019|EPI_ISL_16212304|A_/_H1N1|2019-12-17,0,EPI_ISL_16212304,A_China_SWL1606_2019,A_/_H1N1,2019-12-17
A_China_SWL1609_2017|EPI_ISL_4031217|A_/_H1N1|2017-05-27,0,EPI_ISL_4031217,A_China_SWL1609_2017,A_/_H1N1,2017-05-27
A_China_SWL1612_2017|EPI_ISL_4031218|A_/_H1N1|2017-05-28,0,EPI_ISL_4031218,A_China_SWL1612_2017,A_/_H1N1,2017-05-28
A_China_SWL1614_2017|EPI_ISL_4031219|A_/_H1N1|2017-05-28,0,EPI_ISL_4031219,A_China_SWL1614_2017,A_/_H1N1,2017-05-28
A_China_SWL1614_2019|EPI_ISL_16212303|A_/_H1N1|2019-12-24,0,EPI_ISL_16212303,A_China_SWL1614_2019,A_/_H1N1,2019-12-24
A_China_SWL1615_2017|EPI_ISL_4031216|A_/_H1N1|2017-05-02,0,EPI_ISL_4031216,A_China_SWL1615_2017,A_/_H1N1,2017-05-02
A_China_SWL1618_2017|EPI_ISL_4031221|A_/_H1N1|2017-05-29,0,EPI_ISL_4031221,A_China_SWL1618_2017,A_/_H1N1,2017-05-29
A_China_SWL1620_2017|EPI_ISL_4031222|A_/_H1N1|2017-05-30,0,EPI_ISL_4031222,A_China_SWL1620_2017,A_/_H1N1,2017-05-30
A_China_SWL1621_2017|EPI_ISL_4031223|A_/_H1N1|2017-05-30,0,EPI_ISL_4031223,A_China_SWL1621_2017,A_/_H1N1,2017-05-30
A_China_SWL1623_2019|EPI_ISL_16212317|A_/_H1N1|2019-12-24,0,EPI_ISL_16212317,A_China_SWL1623_2019,A_/_H1N1,2019-12-24
A_China_SWL1629_2019|EPI_ISL_16212316|A_/_H1N1|2019-12-26,0,EPI_ISL_16212316,A_China_SWL1629_2019,A_/_H1N1,2019-12-26
A_China_SWL1663_2018|EPI_ISL_16212315|A_/_H1N1|2018-12-28,0,EPI_ISL_16212315,A_China_SWL1663_2018,A_/_H1N1,2018-12-28
A_China_SWL1666_2018|EPI_ISL_4031244|A_/_H1N1|2018-06-19,0,EPI_ISL_4031244,A_China_SWL1666_2018,A_/_H1N1,2018-06-19
A_China_SWL1703_2016|EPI_ISL_4031203|A_/_H1N1|2016-06-07,0,EPI_ISL_4031203,A_China_SWL1703_2016,A_/_H1N1,2016-06-07
A_China_SWL1704_2016|EPI_ISL_4031204|A_/_H1N1|2016-06-07,0,EPI_ISL_4031204,A_China_SWL1704_2016,A_/_H1N1,2016-06-07
A_China_SWL1708_2018|EPI_ISL_4031240|A_/_H1N1|2018-07-22,0,EPI_ISL_4031240,A_China_SWL1708_2018,A_/_H1N1,2018-07-22
A_China_SWL1712_2016|EPI_ISL_4031206|A_/_H1N1|2016-06-08,0,EPI_ISL_4031206,A_China_SWL1712_2016,A_/_H1N1,2016-06-08
A_China_SWL1715_2018|EPI_ISL_4031241|A_/_H1N1|2018-07-04,0,EPI_ISL_4031241,A_China_SWL1715_2018,A_/_H1N1,2018-07-04
A_China_SWL1724_2016|EPI_ISL_4031207|A_/_H1N1|2016-06-09,0,EPI_ISL_4031207,A_China_SWL1724_2016,A_/_H1N1,2016-06-09
A_China_SWL1762_2018|EPI_ISL_4031234|A_/_H1N1|2018-07-21,0,EPI_ISL_4031234,A_China_SWL1762_2018,A_/_H1N1,2018-07-21
A_China_SWL1763_2018|EPI_ISL_4031235|A_/_H1N1|2018-07-21,0,EPI_ISL_4031235,A_China_SWL1763_2018,A_/_H1N1,2018-07-21
A_China_SWL1765_2018|EPI_ISL_4031236|A_/_H1N1|2018-07-22,0,EPI_ISL_4031236,A_China_SWL1765_2018,A_/_H1N1,2018-07-22
A_China_SWL1766_2018|EPI_ISL_4031237|A_/_H1N1|2018-07-22,0,EPI_ISL_4031237,A_China_SWL1766_2018,A_/_H1N1,2018-07-22
A_China_SWL1768_2018|EPI_ISL_4031238|A_/_H1N1|2018-07-20,0,EPI_ISL_4031238,A_China_SWL1768_2018,A_/_H1N1,2018-07-20
A_China_SWL1863_2016|EPI_ISL_4031209|A_/_H1N1|2016-07-12,0,EPI_ISL_4031209,A_China_SWL1863_2016,A_/_H1N1,2016-07-12
A_China_SWL1865_2016|EPI_ISL_4031205|A_/_H1N1|2016-07-12,0,EPI_ISL_4031205,A_China_SWL1865_2016,A_/_H1N1,2016-07-12
A_China_SWL1894_2017|EPI_ISL_4031210|A_/_H1N1|2017-08-16,0,EPI_ISL_4031210,A_China_SWL1894_2017,A_/_H1N1,2017-08-16
A_China_SWL1895_2017|EPI_ISL_4031213|A_/_H1N1|2017-08-16,0,EPI_ISL_4031213,A_China_SWL1895_2017,A_/_H1N1,2017-08-16
A_China_SWL324_2017|EPI_ISL_4031224|A_/_H1N1|2017-05-08,0,EPI_ISL_4031224,A_China_SWL324_2017,A_/_H1N1,2017-05-08
A_China_SWL326_2017|EPI_ISL_4031225|A_/_H1N1|2017-05-08,0,EPI_ISL_4031225,A_China_SWL326_2017,A_/_H1N1,2017-05-08
A_China_SWL327_2017|EPI_ISL_4031226|A_/_H1N1|2017-05-08,0,EPI_ISL_4031226,A_China_SWL327_2017,A_/_H1N1,2017-05-08
A_China_SWL329_2017|EPI_ISL_4031227|A_/_H1N1|2017-05-13,0,EPI_ISL_4031227,A_China_SWL329_2017,A_/_H1N1,2017-05-13
A_China_SWL330_2017|EPI_ISL_4031215|A_/_H1N1|2017-05-13,0,EPI_ISL_4031215,A_China_SWL330_2017,A_/_H1N1,2017-05-13
A_China_SWL331_2017|EPI_ISL_4031228|A_/_H1N1|2017-05-13,0,EPI_ISL_4031228,A_China_SWL331_2017,A_/_H1N1,2017-05-13
A_China_SWL332_2017|EPI_ISL_4031229|A_/_H1N1|2017-05-13,0,EPI_ISL_4031229,A_China_SWL332_2017,A_/_H1N1,2017-05-13
A_China_SWL333_2017|EPI_ISL_4031214|A_/_H1N1|2017-05-28,0,EPI_ISL_4031214,A_China_SWL333_2017,A_/_H1N1,2017-05-28
A_Chongqing-Banan_SWL1690_2013|EPI_ISL_153260|A_/_H1N1|2013-11-11,0,EPI_ISL_153260,A_Chongqing-Banan_SWL1690_2013,A_/_H1N1,2013-11-11
